title	year	value	canton	file_year
Unemployment rate (according to SECO)	2016	3.87	Basel-Stadt	2017
Gross domestic product (GDP) per capita in Swiss francs	2014	163,632	Basel-Stadt	2017
Change in % of cantonal GDP	2013-2014	1.3	Basel-Stadt	2017
Employed total	2014	191,441	Basel-Stadt	2017
Primary sector	2014	104	Basel-Stadt	2017
Secondary sector	2014	36,441	Basel-Stadt	2017
Tertiary sector	2014	154,896	Basel-Stadt	2017
Business establishments total	2014	17,290	Basel-Stadt	2017
Primary sector	2014	22	Basel-Stadt	2017
Secondary sector	2014	1,587	Basel-Stadt	2017
Tertiary sector	2014	15,681	Basel-Stadt	2017
in %	2015	27.2	Basel-Stadt	2017
Utilised agricultural area per farm in ha	2015	38.9	Basel-Stadt	2017
Dwelling vacancy rate	2016	0.42	Basel-Stadt	2017
Homeownership rate	2014	16.0	Basel-Stadt	2017
Average per capita living space in m²	2014	41.7	Basel-Stadt	2017
New housing units per 1000 residents	2014	2.0	Basel-Stadt	2017
Arrivals in hotels and spas	2015	647,146	Basel-Stadt	2017
Overnight stays in hotels and spas	2015	1,201,796	Basel-Stadt	2017
Passenger cars per 1000 inhabitants	2015	345	Basel-Stadt	2017
Public transportation	2014	51.8	Basel-Stadt	2017
Private motorised transport	2014	18.6	Basel-Stadt	2017
Social assistance rate	2015	5.9	Basel-Stadt	2017
Physicians in private practice per 100,000 inhabitants	2015	423	Basel-Stadt	2017
Hospital beds per 1000 inhabitants	2014	11.5	Basel-Stadt	2017
Hospitalisation rate in intensive care (per 1000 inhabitants)	2014	156.0	Basel-Stadt	2017
Average length of stay in intensive care (days)	2014	6.0	Basel-Stadt	2017
Without post-compulsory education	2014	20.7	Basel-Stadt	2017
Upper secondary education	2014	38.3	Basel-Stadt	2017
Tertiary level	2014	41.0	Basel-Stadt	2017
Graduation rate in higher education institutions	2015	24.2	Basel-Stadt	2017
FDP/PLR	2015	21.4	Basel-Stadt	2017
CVP	2015	6.4	Basel-Stadt	2017
SP	2015	33.3	Basel-Stadt	2017
SVP	2015	17.6	Basel-Stadt	2017
EVP/CSP	2015	2.3	Basel-Stadt	2017
GLP	2015	4.8	Basel-Stadt	2017
BDP	2015	1.1	Basel-Stadt	2017
PdA/Sol.	2015	–	Basel-Stadt	2017
GPS	2015	11.2	Basel-Stadt	2017
Small right-wing parties	2015	0.5	Basel-Stadt	2017
under the Swiss Criminal Code	2015	110.0	Basel-Stadt	2017
under the Narcotics Act (NarcA)	2015	17.1	Basel-Stadt	2017
under the Foreign Nationals Act (FNA)	2015	8.9	Basel-Stadt	2017
Residents	2015	1,017,483	Bern	2017
Change in %	2010-2015	3.8	Bern	2017
Population density per km²	2015	174.2	Bern	2017
0-19 years	2015	19.1	Bern	2017
20-64 years	2015	60.8	Bern	2017
65 years or over	2015	20.1	Bern	2017
Urban population in %	2015	73.1	Bern	2017
Foreign nationals in %	2015	15.5	Bern	2017
Crude marriage rate	2015	4.9	Bern	2017
Crude divorce rate	2015	2.1	Bern	2017
Crude birth rate	2015	9.9	Bern	2017
Crude mortality rate	2015	9.5	Bern	2017
Private households	2015	458,019	Bern	2017
Size of households in persons	2015	2.2	Bern	2017
German	2014	85.0	Bern	2017
French	2014	10.6	Bern	2017
Italian	2014	3.1	Bern	2017
Romansh	2014	–	Bern	2017
English	2014	3.2	Bern	2017
Roman Catholic	2014	16.2	Bern	2017
Protestant Reformed	2014	53.1	Bern	2017
No affiliation	2014	17.9	Bern	2017
Total surface area in km²	2004/09	5,959.4	Bern	2017
Settlement and urban area in %	2004/09	6.9	Bern	2017
Agricultural area in %	2004/09	42.6	Bern	2017
Wooded area in %	2004/09	31.3	Bern	2017
Unproductive area in %	2004/09	19.2	Bern	2017
Net activity rate (15-64 years)	2014	83.5	Bern	2017
Unemployment rate (according to SECO)	2016	2.72	Bern	2017
Gross domestic product (GDP) per capita in Swiss francs	2014	76,307	Bern	2017
Change in % of cantonal GDP	2013-2014	1.6	Bern	2017
Employed total	2014	624,614	Bern	2017
Primary sector	2014	34,521	Bern	2017
Secondary sector	2014	133,086	Bern	2017
Tertiary sector	2014	457,007	Bern	2017
Business establishments total	2014	79,167	Bern	2017
Primary sector	2014	11,352	Bern	2017
Secondary sector	2014	11,882	Bern	2017
Tertiary sector	2014	55,933	Bern	2017
in %	2015	10.9	Bern	2017
Utilised agricultural area per farm in ha	2015	17.6	Bern	2017
Dwelling vacancy rate	2016	1.69	Bern	2017
Homeownership rate	2014	39.8	Bern	2017
Average per capita living space in m²	2014	44.9	Bern	2017
New housing units per 1000 residents	2014	4.2	Bern	2017
Arrivals in hotels and spas	2015	2,548,602	Bern	2017
Overnight stays in hotels and spas	2015	4,974,936	Bern	2017
Passenger cars per 1000 inhabitants	2015	515	Bern	2017
Public transportation	2014	31.3	Bern	2017
Private motorised transport	2014	50.0	Bern	2017
Social assistance rate	2015	4.2	Bern	2017
Physicians in private practice per 100,000 inhabitants	2015	217	Bern	2017
Hospital beds per 1000 inhabitants	2014	4.7	Bern	2017
Hospitalisation rate in intensive care (per 1000 inhabitants)	2014	151.8	Bern	2017
Average length of stay in intensive care (days)	2014	5.3	Bern	2017
Without post-compulsory education	2014	19.2	Bern	2017
Upper secondary education	2014	51.7	Bern	2017
Tertiary level	2014	29.1	Bern	2017
Graduation rate in higher education institutions	2015	24.0	Bern	2017
FDP/PLR	2015	9.3	Bern	2017
CVP	2015	1.8	Bern	2017
SP	2015	19.7	Bern	2017
SVP	2015	33.1	Bern	2017
EVP/CSP	2015	4.3	Bern	2017
GLP	2015	6.0	Bern	2017
BDP	2015	11.8	Bern	2017
PdA/Sol.	2015	0.5	Bern	2017
GPS	2015	8.5	Bern	2017
Small right-wing parties	2015	3.3	Bern	2017
under the Swiss Criminal Code	2015	55.4	Bern	2017
under the Narcotics Act (NarcA)	2015	13.5	Bern	2017
under the Foreign Nationals Act (FNA)	2015	2.6	Bern	2017
Residents	2015	307,461	Fribourg	2017
Change in %	2010-2015	10.4	Fribourg	2017
Population density per km²	2015	192.9	Fribourg	2017
0-19 years	2015	22.8	Fribourg	2017
20-64 years	2015	62.2	Fribourg	2017
65 years or over	2015	15.0	Fribourg	2017
Urban population in %	2015	71.7	Fribourg	2017
Foreign nationals in %	2015	21.9	Fribourg	2017
Crude marriage rate	2015	4.3	Fribourg	2017
Crude divorce rate	2015	2.0	Fribourg	2017
Crude birth rate	2015	11.1	Fribourg	2017
Crude mortality rate	2015	6.7	Fribourg	2017
Private households	2015	124,181	Fribourg	2017
Size of households in persons	2015	2.4	Fribourg	2017
German	2014	28.7	Fribourg	2017
French	2014	68.1	Fribourg	2017
Italian	2014	2.2	Fribourg	2017
Romansh	2014	–	Fribourg	2017
English	2014	3.1	Fribourg	2017
Roman Catholic	2014	61.8	Fribourg	2017
Protestant Reformed	2014	12.7	Fribourg	2017
No affiliation	2014	15.6	Fribourg	2017
Total surface area in km²	2004/09	1,671.4	Fribourg	2017
Settlement and urban area in %	2004/09	8.4	Fribourg	2017
Agricultural area in %	2004/09	56.3	Fribourg	2017
Wooded area in %	2004/09	26.9	Fribourg	2017
Unproductive area in %	2004/09	8.4	Fribourg	2017
Net activity rate (15-64 years)	2014	80.7	Fribourg	2017
Unemployment rate (according to SECO)	2016	2.83	Fribourg	2017
Gross domestic product (GDP) per capita in Swiss francs	2014	58,369	Fribourg	2017
Change in % of cantonal GDP	2013-2014	2.4	Fribourg	2017
Employed total	2014	147,804	Fribourg	2017
Primary sector	2014	9,060	Fribourg	2017
Secondary sector	2014	37,162	Fribourg	2017
Tertiary sector	2014	101,582	Fribourg	2017
Business establishments total	2014	21,335	Fribourg	2017
Primary sector	2014	3,036	Fribourg	2017
Secondary sector	2014	3,416	Fribourg	2017
Tertiary sector	2014	14,883	Fribourg	2017
in %	2015	5.6	Fribourg	2017
Utilised agricultural area per farm in ha	2015	26.0	Fribourg	2017
Dwelling vacancy rate	2016	1.24	Fribourg	2017
Homeownership rate	2014	43.2	Fribourg	2017
Average per capita living space in m²	2014	44.0	Fribourg	2017
New housing units per 1000 residents	2014	7.0	Fribourg	2017
Arrivals in hotels and spas	2015	281,938	Fribourg	2017
Overnight stays in hotels and spas	2015	451,868	Fribourg	2017
Passenger cars per 1000 inhabitants	2015	582	Fribourg	2017
Public transportation	2014	19.4	Fribourg	2017
Private motorised transport	2014	70.2	Fribourg	2017
Social assistance rate	2015	2.5	Fribourg	2017
Physicians in private practice per 100,000 inhabitants	2015	135	Fribourg	2017
Hospital beds per 1000 inhabitants	2014	2.8	Fribourg	2017
Hospitalisation rate in intensive care (per 1000 inhabitants)	2014	96.2	Fribourg	2017
Average length of stay in intensive care (days)	2014	6.5	Fribourg	2017
Without post-compulsory education	2014	27.6	Fribourg	2017
Upper secondary education	2014	43.1	Fribourg	2017
Tertiary level	2014	29.4	Fribourg	2017
Graduation rate in higher education institutions	2015	30.2	Fribourg	2017
FDP/PLR	2015	14.2	Fribourg	2017
CVP	2015	22.7	Fribourg	2017
SP	2015	24.2	Fribourg	2017
SVP	2015	25.9	Fribourg	2017
EVP/CSP	2015	2.5	Fribourg	2017
GLP	2015	3.2	Fribourg	2017
BDP	2015	1.3	Fribourg	2017
PdA/Sol.	2015	–	Fribourg	2017
GPS	2015	5.3	Fribourg	2017
Small right-wing parties	2015	0.8	Fribourg	2017
under the Swiss Criminal Code	2015	51.4	Fribourg	2017
under the Narcotics Act (NarcA)	2015	10.1	Fribourg	2017
under the Foreign Nationals Act (FNA)	2015	5.5	Fribourg	2017
Residents	2015	484,736	Geneva	2017
Change in %	2010-2015	5.9	Geneva	2017
Population density per km²	2015	1,972.1	Geneva	2017
0-19 years	2015	21.1	Geneva	2017
20-64 years	2015	62.4	Geneva	2017
65 years or over	2015	16.5	Geneva	2017
Urban population in %	2015	96.8	Geneva	2017
Foreign nationals in %	2015	40.7	Geneva	2017
Crude marriage rate	2015	4.8	Geneva	2017
Crude divorce rate	2015	2.4	Geneva	2017
Crude birth rate	2015	11.2	Geneva	2017
Crude mortality rate	2015	7.1	Geneva	2017
Private households	2015	192,973	Geneva	2017
Size of households in persons	2015	2.4	Geneva	2017
German	2014	5.3	Geneva	2017
French	2014	81.0	Geneva	2017
Italian	2014	7.2	Geneva	2017
Romansh	2014	–	Geneva	2017
English	2014	10.8	Geneva	2017
Roman Catholic	2014	36.0	Geneva	2017
Protestant Reformed	2014	9.9	Geneva	2017
No affiliation	2014	37.2	Geneva	2017
Total surface area in km²	2004/09	282.3	Geneva	2017
Settlement and urban area in %	2004/09	33.4	Geneva	2017
Agricultural area in %	2004/09	39.5	Geneva	2017
Wooded area in %	2004/09	12.4	Geneva	2017
Unproductive area in %	2004/09	14.7	Geneva	2017
Net activity rate (15-64 years)	2014	76.1	Geneva	2017
Unemployment rate (according to SECO)	2016	5.53	Geneva	2017
Gross domestic product (GDP) per capita in Swiss francs	2014	102,113	Geneva	2017
Change in % of cantonal GDP	2013-2014	1.6	Geneva	2017
Employed total	2014	339,950	Geneva	2017
Primary sector	2014	1,779	Geneva	2017
Secondary sector	2014	46,927	Geneva	2017
Tertiary sector	2014	291,244	Geneva	2017
Business establishments total	2014	38,662	Geneva	2017
Primary sector	2014	419	Geneva	2017
Secondary sector	2014	4,307	Geneva	2017
Tertiary sector	2014	33,936	Geneva	2017
in %	2015	6.8	Geneva	2017
Utilised agricultural area per farm in ha	2015	29.5	Geneva	2017
Dwelling vacancy rate	2016	0.45	Geneva	2017
Homeownership rate	2014	18.3	Geneva	2017
Average per capita living space in m²	2014	36.8	Geneva	2017
New housing units per 1000 residents	2014	3.3	Geneva	2017
Arrivals in hotels and spas	2015	1,421,067	Geneva	2017
Overnight stays in hotels and spas	2015	2,952,659	Geneva	2017
Passenger cars per 1000 inhabitants	2015	463	Geneva	2017
Public transportation	2014	43.3	Geneva	2017
Private motorised transport	2014	38.2	Geneva	2017
Social assistance rate	2015	5.5	Geneva	2017
Physicians in private practice per 100,000 inhabitants	2015	371	Geneva	2017
Hospital beds per 1000 inhabitants	2014	5.2	Geneva	2017
Hospitalisation rate in intensive care (per 1000 inhabitants)	2014	143.2	Geneva	2017
Average length of stay in intensive care (days)	2014	5.8	Geneva	2017
Without post-compulsory education	2014	26.1	Geneva	2017
Upper secondary education	2014	31.8	Geneva	2017
Tertiary level	2014	42.1	Geneva	2017
Graduation rate in higher education institutions	2015	28.6	Geneva	2017
FDP/PLR	2015	20.5	Geneva	2017
CVP	2015	12.1	Geneva	2017
SP	2015	19.9	Geneva	2017
SVP	2015	17.6	Geneva	2017
EVP/CSP	2015	0.6	Geneva	2017
GLP	2015	2.3	Geneva	2017
BDP	2015	1.0	Geneva	2017
PdA/Sol.	2015	6.1	Geneva	2017
GPS	2015	11.5	Geneva	2017
Small right-wing parties	2015	8.1	Geneva	2017
under the Swiss Criminal Code	2015	123.2	Geneva	2017
under the Narcotics Act (NarcA)	2015	19.4	Geneva	2017
under the Foreign Nationals Act (FNA)	2015	21.6	Geneva	2017
Residents	2015	40,028	Glarus	2017
Change in %	2010-2015	3.7	Glarus	2017
Population density per km²	2015	58.8	Glarus	2017
0-19 years	2015	19.4	Glarus	2017
20-64 years	2015	61.6	Glarus	2017
65 years or over	2015	19.1	Glarus	2017
Urban population in %	2015	74.3	Glarus	2017
Foreign nationals in %	2015	23.3	Glarus	2017
Crude marriage rate	2015	4.6	Glarus	2017
Crude divorce rate	2015	2.0	Glarus	2017
Crude birth rate	2015	10.2	Glarus	2017
Crude mortality rate	2015	8.9	Glarus	2017
Private households	2015	17,430	Glarus	2017
Size of households in persons	2015	2.2	Glarus	2017
German	2014	88.0	Glarus	2017
French	2014	–	Glarus	2017
Italian	2014	–	Glarus	2017
Romansh	2014	–	Glarus	2017
English	2014	–	Glarus	2017
Roman Catholic	2014	35.5	Glarus	2017
Protestant Reformed	2014	32.4	Glarus	2017
No affiliation	2014	18.9	Glarus	2017
Total surface area in km²	2004/09	685.4	Glarus	2017
Settlement and urban area in %	2004/09	2.9	Glarus	2017
Agricultural area in %	2004/09	30.0	Glarus	2017
Wooded area in %	2004/09	30.8	Glarus	2017
Unproductive area in %	2004/09	36.2	Glarus	2017
Net activity rate (15-64 years)	2014	84.2	Glarus	2017
Unemployment rate (according to SECO)	2016	2.36	Glarus	2017
Gross domestic product (GDP) per capita in Swiss francs	2014	67,379	Glarus	2017
Change in % of cantonal GDP	2013-2014	1.8	Glarus	2017
Employed total	2014	21,778	Glarus	2017
Primary sector	2014	1,090	Glarus	2017
Secondary sector	2014	8,322	Glarus	2017
Tertiary sector	2014	12,366	Glarus	2017
Business establishments total	2014	3,303	Glarus	2017
Primary sector	2014	393	Glarus	2017
Secondary sector	2014	614	Glarus	2017
Tertiary sector	2014	2,296	Glarus	2017
in %	2015	25.4	Glarus	2017
Utilised agricultural area per farm in ha	2015	18.4	Glarus	2017
Dwelling vacancy rate	2016	1.69	Glarus	2017
Homeownership rate	2014	46.6	Glarus	2017
Average per capita living space in m²	2014	48.6	Glarus	2017
New housing units per 1000 residents	2014	3.3	Glarus	2017
Arrivals in hotels and spas	2015	60,456	Glarus	2017
Overnight stays in hotels and spas	2015	128,012	Glarus	2017
Passenger cars per 1000 inhabitants	2015	578	Glarus	2017
Public transportation	2014	13.8	Glarus	2017
Private motorised transport	2014	63.3	Glarus	2017
Social assistance rate	2015	1.9	Glarus	2017
Physicians in private practice per 100,000 inhabitants	2015	152	Glarus	2017
Hospital beds per 1000 inhabitants	2014	3.7	Glarus	2017
Hospitalisation rate in intensive care (per 1000 inhabitants)	2014	114.3	Glarus	2017
Average length of stay in intensive care (days)	2014	6.4	Glarus	2017
Without post-compulsory education	2014	25.7	Glarus	2017
Upper secondary education	2014	53.1	Glarus	2017
Tertiary level	2014	21.2	Glarus	2017
Graduation rate in higher education institutions	2015	25.1	Glarus	2017
FDP/PLR	2015	–	Glarus	2017
CVP	2015	–	Glarus	2017
SP	2015	45.0	Glarus	2017
SVP	2015	–	Glarus	2017
EVP/CSP	2015	–	Glarus	2017
GLP	2015	–	Glarus	2017
BDP	2015	51.5	Glarus	2017
PdA/Sol.	2015	–	Glarus	2017
GPS	2015	–	Glarus	2017
Small right-wing parties	2015	–	Glarus	2017
under the Swiss Criminal Code	2015	30.6	Glarus	2017
under the Narcotics Act (NarcA)	2015	7.1	Glarus	2017
under the Foreign Nationals Act (FNA)	2015	2.5	Glarus	2017
Residents	2015	196,610	Graubünden	2017
Change in %	2010-2015	2.1	Graubünden	2017
Population density per km²	2015	27.7	Graubünden	2017
0-19 years	2015	18.4	Graubünden	2017
20-64 years	2015	61.6	Graubünden	2017
65 years or over	2015	20.1	Graubünden	2017
Urban population in %	2015	43.9	Graubünden	2017
Foreign nationals in %	2015	18.3	Graubünden	2017
Crude marriage rate	2015	4.7	Graubünden	2017
Crude divorce rate	2015	1.8	Graubünden	2017
Crude birth rate	2015	8.9	Graubünden	2017
Crude mortality rate	2015	8.8	Graubünden	2017
Private households	2015	89,406	Graubünden	2017
Size of households in persons	2015	2.2	Graubünden	2017
German	2014	74.9	Graubünden	2017
French	2014	–	Graubünden	2017
Italian	2014	12.8	Graubünden	2017
Romansh	2014	15.7	Graubünden	2017
English	2014	2.6	Graubünden	2017
Roman Catholic	2014	42.7	Graubünden	2017
Protestant Reformed	2014	33.7	Graubünden	2017
No affiliation	2014	15.8	Graubünden	2017
Total surface area in km²	2004/09	7,105.0	Graubünden	2017
Settlement and urban area in %	2004/09	2.0	Graubünden	2017
Agricultural area in %	2004/09	28.8	Graubünden	2017
Wooded area in %	2004/09	27.6	Graubünden	2017
Unproductive area in %	2004/09	41.6	Graubünden	2017
Net activity rate (15-64 years)	2014	82.3	Graubünden	2017
Unemployment rate (according to SECO)	2016	1.71	Graubünden	2017
Gross domestic product (GDP) per capita in Swiss francs	2014	70,968	Graubünden	2017
Change in % of cantonal GDP	2013-2014	1.3	Graubünden	2017
Employed total	2014	128,322	Graubünden	2017
Primary sector	2014	7,281	Graubünden	2017
Secondary sector	2014	26,710	Graubünden	2017
Tertiary sector	2014	94,331	Graubünden	2017
Business establishments total	2014	20,787	Graubünden	2017
Primary sector	2014	2,620	Graubünden	2017
Secondary sector	2014	3,014	Graubünden	2017
Tertiary sector	2014	15,153	Graubünden	2017
in %	2015	62.1	Graubünden	2017
Utilised agricultural area per farm in ha	2015	23.2	Graubünden	2017
Dwelling vacancy rate	2016	1.53	Graubünden	2017
Homeownership rate	2014	44.8	Graubünden	2017
Average per capita living space in m²	2014	45.6	Graubünden	2017
New housing units per 1000 residents	2014	9.1	Graubünden	2017
Arrivals in hotels and spas	2015	1,658,854	Graubünden	2017
Overnight stays in hotels and spas	2015	4,717,301	Graubünden	2017
Passenger cars per 1000 inhabitants	2015	558	Graubünden	2017
Public transportation	2014	17.6	Graubünden	2017
Private motorised transport	2014	53.3	Graubünden	2017
Social assistance rate	2015	1.3	Graubünden	2017
Physicians in private practice per 100,000 inhabitants	2015	174	Graubünden	2017
Hospital beds per 1000 inhabitants	2014	5.7	Graubünden	2017
Hospitalisation rate in intensive care (per 1000 inhabitants)	2014	131.7	Graubünden	2017
Average length of stay in intensive care (days)	2014	5.7	Graubünden	2017
Without post-compulsory education	2014	22.2	Graubünden	2017
Upper secondary education	2014	52.8	Graubünden	2017
Tertiary level	2014	25.0	Graubünden	2017
Graduation rate in higher education institutions	2015	27.2	Graubünden	2017
FDP/PLR	2015	13.3	Graubünden	2017
CVP	2015	16.8	Graubünden	2017
SP	2015	17.6	Graubünden	2017
SVP	2015	29.7	Graubünden	2017
EVP/CSP	2015	–	Graubünden	2017
GLP	2015	7.9	Graubünden	2017
BDP	2015	14.5	Graubünden	2017
PdA/Sol.	2015	–	Graubünden	2017
GPS	2015	–	Graubünden	2017
Small right-wing parties	2015	–	Graubünden	2017
under the Swiss Criminal Code	2015	36.2	Graubünden	2017
under the Narcotics Act (NarcA)	2015	8.2	Graubünden	2017
under the Foreign Nationals Act (FNA)	2015	1.3	Graubünden	2017
Residents	2015	72,782	Jura	2017
Change in %	2010-2015	3.9	Jura	2017
Population density per km²	2015	86.8	Jura	2017
0-19 years	2015	21.7	Jura	2017
20-64 years	2015	58.4	Jura	2017
65 years or over	2015	20.0	Jura	2017
Urban population in %	2015	52.2	Jura	2017
Foreign nationals in %	2015	14.3	Jura	2017
Crude marriage rate	2015	4.0	Jura	2017
Crude divorce rate	2015	2.1	Jura	2017
Crude birth rate	2015	9.6	Jura	2017
